osm_id,coll_date,num_households_premises,num_shops_premises,name,population,building_type,type_waste_generator,osmid,ward,building_cluster,region,total_waste,dry_waste,wet_waste,hazardous_waste
986880185,23-Oct-21,13,9,random_22,,yes,,,Ward 61,Techweb centre,Tarapore Garden,686,283,71,332
986880185,23-Oct-21,68,18,random_23,,yes,,,Ward 61,Techweb centre,Tarapore Garden,755,215,333,207
986880185,23-Oct-21,34,14,random_24,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,885,437,130,318
986880185,23-Oct-21,79,49,random_25,,yes,,,Ward 61,Walawalkar2,Walawalkar,780,483,30,267
986880185,23-Oct-21,50,50,Sanskar,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,922,454,3,465
986880185,23-Oct-21,48,47,random_26,,yes,,,Ward 61, Evershine Green,maheshwari chowk,633,140,303,190
986880185,23-Oct-21,73,39,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1021,370,454,197
986880185,23-Oct-21,66,43,random_27,,yes,,,Ward 61,MEGA MALL 1,unknown_3,914,173,470,271
986880185,23-Oct-21,13,18,random_28,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,744,257,164,323
986880185,23-Oct-21,43,4,random_29,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,1099,359,495,245
986880185,23-Oct-21,28,36,random_30,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,830,137,201,492
986880185,23-Oct-21,58,5,random_31,,yes,,,Ward 61,Walawalkar2,Walawalkar,656,208,153,295
986880185,23-Oct-21,18,16,random_32,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,568,196,229,143
986880185,23-Oct-21,74,28,random_33,,yes,,,Ward 61,MEGA MALL 1,unknown_3,929,424,93,412
986880185,23-Oct-21,24,50,random_34,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,771,304,107,360
986880185,23-Oct-21,40,50,random_35,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,702,173,265,264
986880185,23-Oct-21,95,17,random_36,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,346,141,83,122
986880185,23-Oct-21,90,18,random_37,,yes,,,Ward 61,Walawalkar1,Walawalkar,399,147,131,121
986880185,23-Oct-21,88,40,random_38,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,957,411,260,286
986880185,23-Oct-21,32,17,Sargam,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,370,80,130,160
986880185,23-Oct-21,41,29,random_39,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,729,454,207,68
986880185,23-Oct-21,92,35,Marigold Apartments,Off New Link Road,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1037,443,325,269
986880185,23-Oct-21,25,12,random_40,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,850,323,432,95
986880185,23-Oct-21,68,10,Link Way,,yes,,,Ward 61,Walawalkar2,Walawalkar,781,329,218,234
986880185,23-Oct-21,48,49,random_41,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,1234,384,409,441
986880185,23-Oct-21,34,38,random_42,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,1141,385,292,464
986880185,23-Oct-21,66,39,random_43,,yes,,,Ward 61,MEGA MALL 1,unknown_3,243,43,60,140
986880185,23-Oct-21,88,45,random_44,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,841,420,335,86
986880185,23-Oct-21,45,41,random_45,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,315,106,117,92
986880185,23-Oct-21,25,14,random_46,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,585,227,188,170
986880185,23-Oct-21,12,16,random_47,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,541,37,265,239
986880185,23-Oct-21,12,40,random_48,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,713,184,433,96
986880185,23-Oct-21,15,22,random_49,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,631,113,204,314
986880185,23-Oct-21,44,44,random_50,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1031,494,213,324
986880185,23-Oct-21,57,7,random_51,,yes,,,Ward 61,Walawalkar2,Walawalkar,829,256,128,445
986880185,23-Oct-21,26,35,random_52,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,726,376,194,156
986880185,23-Oct-21,20,46,random_53,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,852,208,298,346
986880185,23-Oct-21,61,9,random_54,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,423,146,78,199
986880185,23-Oct-21,60,48,Utsav,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,652,247,356,49
986880185,23-Oct-21,31,22,random_55,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,261,140,101,20
986880185,23-Oct-21,54,7,Garden View - Dr Kaushal Shah's Residence,Off New Link Rd,yes,,,Ward 61,Walawalkar1,Walawalkar,518,115,369,34
986880185,23-Oct-21,77,43,Rajrani Malhotra Vidyalaya,,school,,,Ward 61,Walawalkar2,Walawalkar,862,443,238,181
986880185,23-Oct-21,57,34,random_56,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,840,418,179,243
986880185,23-Oct-21,84,4,random_57,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,591,124,278,189
986880185,23-Oct-21,88,38,Rajnigandha,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,584,20,177,387
986880185,23-Oct-21,40,8,random_58,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,653,138,391,124
986880185,23-Oct-21,93,44,random_59,,yes,,,Ward 61,Walawalkar2,Walawalkar,497,68,176,253
986880185,23-Oct-21,93,5,random_60,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,699,218,49,432
986880185,23-Oct-21,50,35,Kaveri,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,336,235,46,55
986880185,23-Oct-21,99,17,random_61,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,495,53,409,33
986880185,23-Oct-21,42,31,random_62,,yes,,,Ward 61,Techweb centre,Tarapore Garden,813,155,186,472
986880185,23-Oct-21,46,6,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,936,464,224,248
986880185,23-Oct-21,73,39,random_63,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,476,58,173,245
986880185,23-Oct-21,73,29,random_64,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,539,99,287,153
986880185,23-Oct-21,74,31,random_65,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,856,258,420,178
986880185,23-Oct-21,15,3,random_66,,yes,,,Ward 61,GREEN PARK,Heera Panna,716,342,152,222
986880185,23-Oct-21,8,23,random_67,,yes,,,Ward 61,GREEN PARK,Heera Panna,831,134,385,312
986880185,23-Oct-21,49,8,random_68,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,450,108,113,229
986880185,23-Oct-21,11,43,random_69,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,396,36,130,230
986880185,23-Oct-21,37,34,random_70,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,625,49,332,244
986880185,23-Oct-21,49,46,random_71,,yes,,,Ward 61,GREEN PARK,Heera Panna,347,3,196,148
986880185,23-Oct-21,98,30,random_72,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,855,27,351,477
986880185,23-Oct-21,43,10,random_73,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,929,24,423,482
986880185,23-Oct-21,92,35,random_74,,yes,,,Ward 61,GREEN PARK,Heera Panna,805,64,436,305
986880185,23-Oct-21,70,14,random_75,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,796,480,291,25
986880185,23-Oct-21,74,21,random_76,,yes,,,Ward 61,GREEN PARK,Heera Panna,1280,395,470,415
986880185,23-Oct-21,41,17,random_77,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,596,50,437,109
986880185,23-Oct-21,70,9,random_78,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,773,331,397,45
986880185,23-Oct-21,55,17,random_79,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,888,332,467,89
986880185,23-Oct-21,98,19,random_80,,yes,,,Ward 61,unk11,unknown_1,626,404,129,93
986880185,23-Oct-21,55,29,random_81,,yes,,,Ward 61,unk11,unknown_1,492,49,131,312
986880185,23-Oct-21,23,31,random_82,,apartments,,,Ward 61,unk11,unknown_1,939,373,202,364
986880185,23-Oct-21,91,34,Shantivan Bldg no. 4-7,Off New Link Road,residential,,,Ward 61,Walawalkar2,Walawalkar,1123,355,472,296
986880185,23-Oct-21,27,2,random_83,,yes,,,Ward 61,unk11,unknown_1,815,93,338,384
986880185,23-Oct-21,98,23,random_84,,yes,,,Ward 61,unk22,unknown_2,264,59,194,11
986880185,23-Oct-21,70,15,random_85,,yes,,,Ward 61,unk22,unknown_2,833,336,325,172
986880185,23-Oct-21,68,30,random_86,,yes,,,Ward 61,BMC1,BMC colony,443,122,137,184
986880185,23-Oct-21,63,14,random_87,,yes,,,Ward 61,unk2,unknown_2,733,453,239,41
986880185,23-Oct-21,86,22,random_88,,yes,,,Ward 61,unk11,unknown_1,800,57,299,444
986880185,23-Oct-21,95,40,random_89,,yes,,,Ward 61,unk22,unknown_2,854,353,389,112
986880185,23-Oct-21,14,18,random_90,,yes,,,Ward 61,unk22,unknown_2,1052,497,140,415
986880185,23-Oct-21,69,45,random_91,,yes,,,Ward 61,unk22,unknown_2,974,386,434,154
986880185,23-Oct-21,82,7,random_92,,yes,,,Ward 61,BMC1,BMC colony,573,233,80,260
986880185,23-Oct-21,77,46,random_93,,yes,,,Ward 61,unk2,unknown_2,273,212,50,11
986880185,23-Oct-21,83,27,random_94,,yes,,,Ward 61,unk22,unknown_2,413,72,283,58
986880185,23-Oct-21,90,5,random_95,,yes,,,Ward 61,JBCN SCHOOL LANE2,Serenity,909,131,416,362
986880185,23-Oct-21,72,10,random_96,,yes,,,Ward 61,JBCN SCHOOL LANE2,Serenity,527,438,63,26
986880185,23-Oct-21,90,49,random_97,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,555,264,41,250
986880185,23-Oct-21,38,28,Shantivan Bldg no. 1-3,Off New Link Road,apartments,,,Ward 61,Walawalkar2,Walawalkar,535,197,207,131
986880185,23-Oct-21,71,3,random_98,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,981,349,295,337
986880185,23-Oct-21,94,0,random_99,,yes,,,Ward 61,Walawalkar1,Walawalkar,565,321,166,78
986880185,23-Oct-21,63,0,random_100,,apartments,,,Ward 61,unk2,unknown_2,816,500,204,112
986880185,23-Oct-21,100,44,random_101,,yes,,,Ward 61,unk2,unknown_2,530,71,34,425
986880185,23-Oct-21,88,20,random_102,,yes,,,Ward 61,Behram Baug,Behram Baug,795,426,133,236
986880185,23-Oct-21,59,39,random_103,,yes,,,Ward 61,unk11,unknown_1,906,101,360,445
986880185,23-Oct-21,23,16,random_104,,apartments,,,Ward 61,unk11,unknown_1,985,125,432,428
986880185,23-Oct-21,37,11,random_105,,yes,,,Ward 61,unk22,unknown_2,1020,495,367,158
986880185,23-Oct-21,18,42,random_106,,yes,,,Ward 61,unk2,unknown_2,475,107,6,362
986880185,23-Oct-21,33,50,random_107,,yes,,,Ward 61,unk2,unknown_2,694,280,401,13
986880185,23-Oct-21,90,42,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,987,192,356,439
986880185,23-Oct-21,25,4,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,382,22,62,298
986880185,23-Oct-21,10,40,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,432,145,20,267
986880185,23-Oct-21,31,7,random_108,,yes,,,Ward 61,unk11,unknown_1,956,405,358,193
986880185,23-Oct-21,97,10,random_109,,yes,,,Ward 61,unk11,unknown_1,458,23,241,194
986880185,23-Oct-21,19,21,random_110,,apartments,,,Ward 61,unk11,unknown_1,1012,126,436,450
986880185,23-Oct-21,49,27,random_111,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,935,395,77,463
986880185,23-Oct-21,31,45,random_112,,apartments,,,Ward 61,unk11,unknown_1,769,55,400,314
986880185,23-Oct-21,21,46,random_113,,yes,,,Ward 61,Behram Baug,Behram Baug,859,458,198,203
986880185,23-Oct-21,20,8,random_114,,yes,,,Ward 61,unk11,unknown_1,940,366,378,196
986880185,23-Oct-21,3,32,random_115,,yes,,,Ward 61,Behram Baug,Behram Baug,577,15,488,74
986880185,23-Oct-21,2,28,Oshiwara Police Station,,yes,,,Ward 61,GREEN PARK,Heera Panna,1199,365,448,386
986880185,23-Oct-21,88,17,City International School,,school,,,Ward 61,JBCN SCHOOL LANE1,Serenity,317,65,46,206
986880185,23-Oct-21,71,38,Reliable Business Centre,,commercial,,,Ward 61,JBCN SCHOOL LANE1,Serenity,787,108,356,323
986880185,23-Oct-21,81,47,random_116,,apartments,,,Ward 61,unk2,unknown_2,775,385,216,174
986880185,24-Oct-21,20,35,"Transit Camp, Behram Baug",,commercial,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,800,194,433,173
986880185,24-Oct-21,0,21,random_5,,yes,,,Ward 61,GREEN PARK,Heera Panna,774,420,262,92
986880185,24-Oct-21,31,20,Heera Panna,,commercial,,,Ward 61,GREEN PARK,Heera Panna,538,140,122,276
986880185,24-Oct-21,87,27,Park Paradise,,yes,,,Ward 61,Walawalkar1,Walawalkar,651,284,364,3
986880185,24-Oct-21,79,5,Park View,,yes,,,Ward 61,Walawalkar1,Walawalkar,840,307,94,439
986880185,24-Oct-21,97,38,random_4,,residential,,,Ward 61,unk11,unknown_1,712,62,361,289
986880185,24-Oct-21,87,11,Evershine Greens,,apartments,,,Ward 61,unk1,unknown_4,987,336,347,304
986880185,24-Oct-21,54,33,random_2,,apartments,,,Ward 61,JBCN SCHOOL LANE1,Serenity,943,399,147,397
986880185,24-Oct-21,94,27,random_1,,residential,,,Ward 61,unk1,unknown_4,680,153,425,102
986880185,24-Oct-21,1,40,random_3,,residential,,,Ward 61,unk11,unknown_1,865,345,462,58
986880185,24-Oct-21,19,13,random_6,,residential,,,Ward 61,JBCN SCHOOL LANE1,Serenity,814,221,289,304
986880185,24-Oct-21,73,44,random_7,,residential,,,Ward 61,unk11,unknown_1,785,414,56,315
986880185,24-Oct-21,26,5,random_8,,residential,,,Ward 61,unk11,unknown_1,714,47,302,365
986880185,24-Oct-21,80,41,random_9,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,792,114,296,382
986880185,24-Oct-21,94,20,random_11,,residential,,,Ward 61,unk11,unknown_1,303,38,228,37
986880185,24-Oct-21,99,36,Evershine Greens,,apartments,,,Ward 61,unk1,unknown_4,912,353,302,257
986880185,24-Oct-21,94,3,random_10,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,975,462,490,23
986880185,24-Oct-21,41,2,random_13,,residential,,,Ward 61,unk11,unknown_1,502,182,258,62
986880185,24-Oct-21,89,14,random_12,,residential,,,Ward 61,unk1,unknown_4,954,345,301,308
986880185,24-Oct-21,33,45,random_14,,residential,,,Ward 61,unk11,unknown_1,583,135,331,117
986880185,24-Oct-21,37,34,random_15,,residential,,,Ward 61,unk11,unknown_1,438,42,369,27
986880185,24-Oct-21,36,7,random_16,,residential,,,Ward 61,unk11,unknown_1,310,234,27,49
986880185,24-Oct-21,48,30,random_17,,residential,,,Ward 61,unk11,unknown_1,736,259,334,143
986880185,24-Oct-21,28,15,random_18,,residential,,,Ward 61,unk11,unknown_1,432,79,251,102
986880185,24-Oct-21,89,36,random_19,Off New Link Road,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,842,277,397,168
986880185,24-Oct-21,22,46,Raigad Military School,,school,,,Ward 61,unk1,unknown_4,830,150,454,226
986880185,24-Oct-21,81,21,random_20,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,731,351,162,218
986880185,24-Oct-21,95,48,random_21,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,672,161,420,91
986880185,24-Oct-21,85,7,Samruddhi CHS,Oshiwara Link Road,residential,,,Ward 61,Walawalkar1,Walawalkar,369,127,215,27
986880185,24-Oct-21,90,17,Oshiwara Basera,,residential,,,Ward 61,Walawalkar1,Walawalkar,805,428,149,228
986880185,24-Oct-21,91,8,East Side Apartments,,apartments,,,Ward 61,Walawalkar1,Walawalkar,704,499,73,132
986880185,24-Oct-21,49,37,Anand Vihar,,residential,,,Ward 61,Walawalkar1,Walawalkar,394,149,166,79
986880185,24-Oct-21,90,16,Meera C.H.S.,"Link Road Extension, Oshiwara, Andheri West",residential,,,Ward 61,MEGA MALL 1,unknown_3,266,31,135,100
986880185,24-Oct-21,13,9,random_22,,yes,,,Ward 61,Techweb centre,Tarapore Garden,718,333,293,92
986880185,24-Oct-21,68,18,random_23,,yes,,,Ward 61,Techweb centre,Tarapore Garden,540,44,334,162
986880185,24-Oct-21,34,14,random_24,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,656,312,112,232
986880185,24-Oct-21,79,49,random_25,,yes,,,Ward 61,Walawalkar2,Walawalkar,818,262,311,245
986880185,24-Oct-21,50,50,Sanskar,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,1020,438,338,244
986880185,24-Oct-21,48,47,random_26,,yes,,,Ward 61, Evershine Green,maheshwari chowk,873,350,367,156
986880185,24-Oct-21,73,39,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,954,493,431,30
986880185,24-Oct-21,66,43,random_27,,yes,,,Ward 61,MEGA MALL 1,unknown_3,585,379,11,195
986880185,24-Oct-21,13,18,random_28,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,747,121,420,206
986880185,24-Oct-21,43,4,random_29,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,463,134,14,315
986880185,24-Oct-21,28,36,random_30,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,574,196,153,225
986880185,24-Oct-21,58,5,random_31,,yes,,,Ward 61,Walawalkar2,Walawalkar,519,246,156,117
986880185,24-Oct-21,18,16,random_32,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,905,497,180,228
986880185,24-Oct-21,74,28,random_33,,yes,,,Ward 61,MEGA MALL 1,unknown_3,607,292,147,168
986880185,24-Oct-21,24,50,random_34,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,660,37,477,146
986880185,24-Oct-21,40,50,random_35,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,987,393,318,276
986880185,24-Oct-21,95,17,random_36,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,857,254,203,400
986880185,24-Oct-21,90,18,random_37,,yes,,,Ward 61,Walawalkar1,Walawalkar,973,370,267,336
986880185,24-Oct-21,88,40,random_38,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,629,74,169,386
986880185,24-Oct-21,32,17,Sargam,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,1015,400,449,166
986880185,24-Oct-21,41,29,random_39,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,837,298,120,419
986880185,24-Oct-21,92,35,Marigold Apartments,Off New Link Road,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,449,136,264,49
986880185,24-Oct-21,25,12,random_40,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,677,9,294,374
986880185,24-Oct-21,68,10,Link Way,,yes,,,Ward 61,Walawalkar2,Walawalkar,537,249,262,26
986880185,24-Oct-21,48,49,random_41,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,879,89,292,498
986880185,24-Oct-21,34,38,random_42,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,828,484,215,129
986880185,24-Oct-21,66,39,random_43,,yes,,,Ward 61,MEGA MALL 1,unknown_3,471,197,141,133
986880185,24-Oct-21,88,45,random_44,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,518,294,86,138
986880185,24-Oct-21,45,41,random_45,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,355,118,35,202
986880185,24-Oct-21,25,14,random_46,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,1214,436,336,442
986880185,24-Oct-21,12,16,random_47,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,853,311,344,198
986880185,24-Oct-21,12,40,random_48,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,921,481,304,136
986880185,24-Oct-21,15,22,random_49,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,1107,478,245,384
986880185,24-Oct-21,44,44,random_50,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1097,371,487,239
986880185,24-Oct-21,57,7,random_51,,yes,,,Ward 61,Walawalkar2,Walawalkar,648,23,456,169
986880185,24-Oct-21,26,35,random_52,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,329,76,27,226
986880185,24-Oct-21,20,46,random_53,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,934,425,43,466
986880185,24-Oct-21,61,9,random_54,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,650,173,204,273
986880185,24-Oct-21,60,48,Utsav,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,1086,491,260,335
986880185,24-Oct-21,31,22,random_55,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1233,434,370,429
986880185,24-Oct-21,54,7,Garden View - Dr Kaushal Shah's Residence,Off New Link Rd,yes,,,Ward 61,Walawalkar1,Walawalkar,845,405,107,333
986880185,24-Oct-21,77,43,Rajrani Malhotra Vidyalaya,,school,,,Ward 61,Walawalkar2,Walawalkar,1091,319,307,465
986880185,24-Oct-21,57,34,random_56,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,452,138,99,215
986880185,24-Oct-21,84,4,random_57,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,614,43,365,206
986880185,24-Oct-21,88,38,Rajnigandha,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,930,444,182,304
986880185,24-Oct-21,40,8,random_58,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,876,324,492,60
986880185,24-Oct-21,93,44,random_59,,yes,,,Ward 61,Walawalkar2,Walawalkar,554,95,387,72
986880185,24-Oct-21,93,5,random_60,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,645,122,144,379
986880185,24-Oct-21,50,35,Kaveri,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,1214,498,334,382
986880185,24-Oct-21,99,17,random_61,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,427,77,89,261
986880185,24-Oct-21,42,31,random_62,,yes,,,Ward 61,Techweb centre,Tarapore Garden,700,216,251,233
986880185,24-Oct-21,46,6,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1088,384,375,329
986880185,24-Oct-21,73,39,random_63,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,1264,337,427,500
986880185,24-Oct-21,73,29,random_64,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,999,322,438,239
986880185,24-Oct-21,74,31,random_65,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,737,397,150,190
986880185,24-Oct-21,15,3,random_66,,yes,,,Ward 61,GREEN PARK,Heera Panna,581,208,369,4
986880185,24-Oct-21,8,23,random_67,,yes,,,Ward 61,GREEN PARK,Heera Panna,553,85,205,263
986880185,24-Oct-21,49,8,random_68,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,1219,351,473,395
986880185,24-Oct-21,11,43,random_69,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,704,256,348,100
986880185,24-Oct-21,37,34,random_70,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,297,160,102,35
986880185,24-Oct-21,49,46,random_71,,yes,,,Ward 61,GREEN PARK,Heera Panna,1070,335,469,266
986880185,24-Oct-21,98,30,random_72,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,979,352,227,400
986880185,24-Oct-21,43,10,random_73,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,1206,397,410,399
986880185,24-Oct-21,92,35,random_74,,yes,,,Ward 61,GREEN PARK,Heera Panna,466,406,54,6
986880185,24-Oct-21,70,14,random_75,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,605,25,191,389
986880185,24-Oct-21,74,21,random_76,,yes,,,Ward 61,GREEN PARK,Heera Panna,765,95,199,471
986880185,24-Oct-21,41,17,random_77,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,911,315,326,270
986880185,24-Oct-21,70,9,random_78,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,729,230,104,395
986880185,24-Oct-21,55,17,random_79,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,686,155,391,140
986880185,24-Oct-21,98,19,random_80,,yes,,,Ward 61,unk11,unknown_1,766,376,322,68
986880185,24-Oct-21,55,29,random_81,,yes,,,Ward 61,unk11,unknown_1,788,359,49,380
986880185,24-Oct-21,23,31,random_82,,apartments,,,Ward 61,unk11,unknown_1,666,58,400,208
986880185,24-Oct-21,91,34,Shantivan Bldg no. 4-7,Off New Link Road,residential,,,Ward 61,Walawalkar2,Walawalkar,433,71,264,98
986880185,24-Oct-21,27,2,random_83,,yes,,,Ward 61,unk11,unknown_1,818,201,388,229
986880185,24-Oct-21,98,23,random_84,,yes,,,Ward 61,unk22,unknown_2,910,236,287,387
986880185,24-Oct-21,70,15,random_85,,yes,,,Ward 61,unk22,unknown_2,1064,486,262,316
986880185,24-Oct-21,68,30,random_86,,yes,,,Ward 61,BMC1,BMC colony,631,8,277,346
986880185,24-Oct-21,63,14,random_87,,yes,,,Ward 61,unk2,unknown_2,666,325,137,204
986880185,24-Oct-21,86,22,random_88,,yes,,,Ward 61,unk11,unknown_1,372,225,110,37
986880185,24-Oct-21,95,40,random_89,,yes,,,Ward 61,unk22,unknown_2,847,112,483,252
986880185,24-Oct-21,14,18,random_90,,yes,,,Ward 61,unk22,unknown_2,233,85,49,99
986880185,24-Oct-21,69,45,random_91,,yes,,,Ward 61,unk22,unknown_2,745,254,320,171
986880185,24-Oct-21,82,7,random_92,,yes,,,Ward 61,BMC1,BMC colony,794,217,365,212
986880185,24-Oct-21,77,46,random_93,,yes,,,Ward 61,unk2,unknown_2,482,81,259,142
986880185,24-Oct-21,83,27,random_94,,yes,,,Ward 61,unk22,unknown_2,208,115,88,5
986880185,24-Oct-21,90,5,random_95,,yes,,,Ward 61,JBCN SCHOOL LANE2,Serenity,461,6,55,400
986880185,24-Oct-21,72,10,random_96,,yes,,,Ward 61,JBCN SCHOOL LANE2,Serenity,837,336,133,368
986880185,24-Oct-21,90,49,random_97,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,689,451,28,210
986880185,24-Oct-21,38,28,Shantivan Bldg no. 1-3,Off New Link Road,apartments,,,Ward 61,Walawalkar2,Walawalkar,1070,399,374,297
986880185,24-Oct-21,71,3,random_98,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,1121,494,405,222
986880185,24-Oct-21,94,0,random_99,,yes,,,Ward 61,Walawalkar1,Walawalkar,517,26,213,278
986880185,24-Oct-21,63,0,random_100,,apartments,,,Ward 61,unk2,unknown_2,867,495,175,197
986880185,24-Oct-21,100,44,random_101,,yes,,,Ward 61,unk2,unknown_2,818,253,348,217
986880185,24-Oct-21,88,20,random_102,,yes,,,Ward 61,Behram Baug,Behram Baug,334,173,98,63
986880185,24-Oct-21,59,39,random_103,,yes,,,Ward 61,unk11,unknown_1,669,220,80,369
